SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](COC(N)=O)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CN)[C@H](O)[C@@H](O)[C@@H]3N)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,3.13,,,,,3.75,,,,,,,2.93,,,,,,,,,,,,,,,,
NC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](N)[C@@H]1O,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,
NC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,
NC[C@H]1Oc2ccc(Cl)cc2[C@@H](c2ccccc2)O1,,,,,,,,,3.02,,,,,,,,,,,,,,,,,,,,
NC[N+](=O)[O-],2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1c(Cl)c(Cl)c(Cl)c(CN)c1Cl,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,
NCc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,3.88,,,,,,,,,,,,,,,,,,,,,,,
NCc1cc(=O)[nH]o1,4.4049997,,,,4.92,4.31,,3.71,,,,,4.48,,5.17,,3.4,,,,,4.4,,,,,,,
NCc1cc2c3c(c1)CCCN3CCC2,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCC2)cc1,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc(CCc2ccc(C(N)=NCCc3ccccc3)cc2)cc1,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc(O)c(O)c1,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc(S(=O)(=O)F)cc1,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,
NCc1ccc(S(N)(=O)=O)cc1,2.03,,1.95,,,2.29,2.2,1.4100001,,,,1.69,1.745,,,,1.43,,,,,2.2150002,,,,1.66,,,
NCc1ccc(SCc2ccccc2)cc1,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc2[nH]cc(CCc3ccccc3)c2c1,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc2[nH]ccc2c1,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc2nsnc2c1,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1cccc(CN)c1,,,,,,,,,,,,,,,,1.83,2.17,,,,,,,,,,,,
NCc1cccc(OCCCN2CCN(c3ccccc3)CC2)c1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccccc1,2.355,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccccc1Sc1ccc(O)c(O)c1,,,,,,,,2.57,,,,,,,,,,,,,,,,,,,,,
NCc1ccccc1Sc1ccccc1O,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,
NCc1ccccn1,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccco1,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1nc(-c2ccccc2)c(-c2ccccc2)o1,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,
NCc1nc2ccccc2[nH]1,,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,
NCc1ncc(-c2ccc(Cl)cc2)o1,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1ncc(-c2ccccc2Cl)o1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCn1cnc2c(Br)cc(Br)cc2c1=O,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCn1cnc2c(Cl)cc(Cl)cc2c1=O,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCn1cnc2ccc(Br)cc2c1=O,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCn1cnc2ccc(Cl)cc2c1=O,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCn1cnc2ccc([N+](=O)[O-])cc2c1=O,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCn1cnc2ccccc2c1=O,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN(CCCl)CCCl,,,,,,,4.41,,,,,4.14,,,,,,,,,,,,,,,,,
NN(CCO)CCO,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,
NN(CCO)c1c2ccccc2nc2ccccc12,,,,,,,,,,,,,,,,,,,4.46,,,,,,,,,,
NN(CCO)c1ccccc1,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,
NN(CCc1ccccc1)Cc1ccccc1,2.97,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,
NN(Cc1ccccc1)CC1COc2ccccc2O1,,,,,,,,3.23,,,,2.78,3.27,,,,,,,,,,,,,,,,
NN(Cc1ccccc1)c1ccccc1,2.89,,,,,3.35,2.76,,,,,,,,,,,,,,,,,,,,,,
NN/C(N)=C1\C=CC=C(Cc2cnc[nH]2)C1=O,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,
NN/C=C/C(=O)c1ccncc1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(=O)C(=Cc2ccccc2)SC1=S,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(=O)CC(c2cc(Br)cc(Br)c2)C1=O,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(=O)CC(c2ccc(Cl)c(Cl)c2)C1=O,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(=O)CC(c2cccc(Br)c2)C1=O,2.84,,,,,,2.65,2.58,,,,,,,,,2.23,,,,,,,,,,,,
NN1C(=O)CC(c2cccc(Cl)c2)C1=O,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(=O)CC(c2cccc(F)c2)C1=O,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(=O)CC(c2ccccc2)C1=O,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(=O)CSC1=S,,,,,,,,4.75,,,,,,,,,4.83,,,,,,,,,,,,
NN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,3.16,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,
NN1C(=S)Nc2sc3c(c2C1c1ccccc1)CCCC3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1CCC(c2ccc(Cl)cc2)C1=O,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1CCC2(CC1)OC(c1ccccc1)c1ccccc12,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1CCCC(O)C1C(c1ccccc1)c1ccccc1,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1CCCCC1,2.53,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,
NN1CCCCCC1,,,,,,,,,,,,,,,,,,,2.58,,,,,,,,,,
NN1CCN(C2Cc3ccccc3Sc3ccccc32)CC1,,,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,
NN1CCOCC1,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,
NN1CCc2ccccc2C1,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,
NN1Cc2cccc3c2C(C1)c1ccccc1CC3,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1Cc2ccccc2CC1=O,,,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,
NN=C(CC(O)(C(F)(F)F)C(F)(F)Cl)CC(O)(C(F)(F)F)C(F)(F)Cl,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,
NN=C(N)N,,3.17,,,2.99,,2.07,1.68,,,,1.77,1.89,,2.69,,1.36,3.69,,,,,,,,,,,
NN=C(c1ccccc1)c1ccccc1,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)/C(=C/c1ccccc1)c1ccccc1,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)/C(=C\c1cc2ccccc2o1)NCCc1ccccc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)/C=C/c1ccccc1,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)/C=C\C(=O)NN,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(=O)NN,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(=O)NNCCCC(=O)Nc1ccccc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(=O)NNCCc1ccccc1,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(=O)c1c[nH]c2ccccc12,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(CC(O)c1ccc(Cl)cc1)CN1CCCC1,2.64,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(CC(O)c1ccc(Cl)cc1)CN1CCCCC1,2.71,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(CCCl)CCCl,,,,,,,3.06,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(Cc1ccccc1)c1ccccc1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(N)=O,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(O)(c1ccccc1)c1ccccc1,2.57,,,,,3.88,,,,,,,,,,,,,,,,,,,2.52,,,,
NNC(=O)C(O)c1ccccc1,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C(c1ccccc1)N1CCCCC1,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,
NNC(=O)C1=NNC(=O)C1,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)C1CSC(c2ccccc2)N1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CC(=O)NN,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CC(c1ccccc1)c1ccccc1,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CCC(=O)NN,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CCC(=O)Nc1ccc(S(=O)(=O)NC(=O)C(N)=O)cc1,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CCCCCC1NC(=O)CS1,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CCCCCCCCC(=O)NN,,,,,,3.61,,2.76,,,,,,,,,1.96,,,,,,,,,,,,
NNC(=O)CCCCCCCCCCC(=O)NN,,,,,,3.16,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CN(CC(=O)NN)CC(=O)NN,2.13,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Br)ccc21,,,,,,,,,,,,,,,5.59,,,,,,,,,,,,,,
NNC(=O)CNc1ccc(Cl)cc1C(=O)c1ccccc1,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CNc1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)COc1ccc(C(=O)c2cc3cccnc3nc2-c2ccccc2)cc1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,2.94,,,,3.56,2.97,,,,,,,,,3.74,,,,,,,,,,,,,,
NNC(=O)CSSCC(=O)NN,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1c2ccccc2nc2c(Cl)cccc12,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1c2ccccc2nc2cc(Cl)ccc12,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1c2ccccc2nc2cc([N+](=O)[O-])ccc12,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1c2ccccc2nc2ccccc12,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1cc(N2CCCCC2)ncn1,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1cc(N2CCOCC2)ncn1,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1cc(Oc2ccc(Cl)cc2)ncn1,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,
NNC(=O)CSc1cc(Oc2ccc(F)cc2)ncn1,,,,,,,,,,,,,,,,,2.87,,,,,,,,,,,,
NNC(=O)CSc1cc(Oc2ccccc2)ncn1,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,
NNC(=O)CSc1nc(N)cc2ncnn12,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)CSc1nnc(CCc2nc3ccccc3[nH]2)n1-c1ccccc1,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)Cc1c[nH]c2ccccc12,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)Cc1ccc(-c2ccccc2)[nH]1,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)Cc1ccc(Br)cc1,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,
NNC(=O)NC(=O)NN,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)NN,2.73,,,,,2.88,,,,,,,2.84,,,,,,,,,,,,,,,,
NNC(=O)NNC(N)=O,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)OC1C[C@@H]2CC[C@H](C1)N2C(=O)Oc1ccccc1,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,
NNC(=O)[C@@H](N)CS,2.41,,,,,,2.5,2.13,,,,,,,,,2.11,,,,,,,,,,,,
NNC(=O)c1c[nH]c2ccccc12,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(/C=C/c2ccc([N+](=O)[O-])o2)nc2ccccc12,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(=O)cc(C(=O)NN)n1-c1ccc(O)cc1,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(Cl)c(O)c(Cl)c1,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(Cl)c(OCc2ccccc2)c(Cl)c1,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(Cl)ccn1,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(Cl)nc(Cl)c1,2.54,,,,,3.06,,2.78,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(I)c(OCc2ccccc2)c(I)c1,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)/C(=C/C(=O)O)C(=O)O,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(Br)cc1,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(F)cc1,,,,,,2.93,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(N)cc1,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(N)cc1-c1ccc([N+](=O)[O-])o1,,,,,,,,,,,,,,,,,,,,,,3.26,,,,,,,
NNC(=O)c1ccc(N=N/C(=N\N2C(=O)c3ccccc3N/C2=C\C=C2/C=CC=CC2=O)c2ccccc2)cc1,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(N=N/C(=N\N2C(=O)c3ccccc3N/C2=C\C=C2/C=CC=CC2=O)c2ccco2)cc1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(N=N/C(=N\n2c(/C=C/c3ccccc3)nc3ccccc3c2=O)c2ccccc2)cc1,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(N=N/C(=N\n2c(/C=C/c3ccccc3)nc3ccccc3c2=O)c2ccco2)cc1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc(NCn2cnc3ccccc32)cc1,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccc([N+](=O)[O-])cc1,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cccc(Cc2cnc[nH]2)c1O,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccccc1,3.05,,,,,,,,,,,,3.05,3.13,,,,,,,,,,,,,,,
NNC(=O)c1ccccc1C(=O)C(=O)Nc1ccc(O)cc1,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccccc1O,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1cccnc1,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccco1,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1ccncc1,3.26,,,,2.63,2.96,2.61,2.93,,,,2.62,3.04,,2.74,,2.07,,,2.74,3.16,2.57,,,,2.73,3.16,3.14,
NNC(=O)c1csnn1,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1nnc(NN)c2ccccc12,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=O)c1nnc2ccccc2n1,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,
NNC(=S)/N=C/CC(O)(C(F)(F)Cl)C(F)(F)Cl,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
NNC(=S)N/N=C/c1cc(C(=O)O)c2ccccc2n1,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=S)N/N=C/c1nccn1Cc1ccccc1,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(=S)NN,4.33,,,,,,,4.25,,,,,,,,,3.64,,,,,,,2.33,,4.11,,,
NNC(=S)Nc1c2ccccc2nc2ccccc12,,,,,,,,,,,,,,,,,,,3.73,,,,,,,,,,
NNC(=S)Nc1ccccc1,4.05,,,,,,,3.75,,,,,,,,,,,3.52,,,,,,,,,,
NNC(=S)SSC(=S)NN,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC(Cc1cccc(O)c1)C(=O)O,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,
NNC(N)=O,2.8400002,3.45,,,,2.78,2.73,2.665,,,,2.73,2.835,,,,,,4.05,,,,,,,,,,
NNC(N)=S,4.96,,,,3.53,3.85,,,,,3.78,,3.74,,3.7,1.62,4.0,,,3.85,,,2.99,,,,,,
NNC1(c2ccccc2)NC(=O)CC(=O)N1,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,
NNC1=NC(=O)CS1,,,,,,,,,,,,,,4.26,,,,,,,,,,,,,,,
NNC1=NC(=O)SC1,3.08,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
NNC1=NC(=S)NC(=O)C1,2.67,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,
NNC1=NC2CC3CC(C2)CC1C3,3.46,,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,
NNC1=NCc2c[nH]c3cccc1c23,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC1=Nc2ccccc2N=C(c2ccccc2)C1,2.3,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,
NNC1=c2cc(Br)ccc2=NC1=O,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC1=c2ccccc2=NC1=O,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC1CCCC1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC1CCCCC1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,
NNC=O,2.97,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,
NNCC(N)=O,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,
NNCC(O)c1ccccc1,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCC1CC2CCC1C2,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCC1CC=CCC1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCC1CCCCC1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCCNc1ccccc1,3.11,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,
NNCCO,,,,,,,2.88,2.74,,,,,,,,,,,,,,,,,,,,,
NNCCOc1c(C(=O)Nc2ccc3ccccc3c2)[nH]c2ccccc12,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCCOc1c(C(=O)Nc2cccc3ccccc23)[nH]c2ccccc12,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCCOc1ccc(Cl)cc1,2.87,,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,
NNCCOc1ccc(O)cc1,3.12,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,
NNCCOc1ccc(OCCNN)cc1,2.48,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,
NNCCOc1ccc(OCc2ccccc2)cc1,3.07,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,
NNCCOc1ccccc1Cl,,,,,,,,,,,,,3.28,,,,,,,,,,,,,,,,
NNCCS(=O)(=O)C(c1ccccc1)c1ccccc1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCCc1ccc(Cl)cc1,,,,,,,,3.19,,,,,3.03,,,,,,,,,,,,,,,,
NNCCc1ccccc1,3.16,,,,4.9049997,3.17,2.97,3.1133335,,,,,3.1599998,,3.13,,3.05,,,,,,,,,,2.8249998,2.84,
NNCCc1ccccc1Cl,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,,,
NNCCc1ccccn1,3.12,,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,
NNCCc1ccncc1,2.94,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,
NNCc1ccc(Cl)cc1,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,
NNCc1cccc(N)c1,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNCc1cccc(O)c1,2.95,,,,,,,,,,,,,,3.14,,,,,,,,,,,,,,
NNCc1ccccc1,3.6533334,,,,,,3.12,3.25,,,,,3.25,,,,,,,,,,,,,,,,
NNS(=O)(=O)N(CCCl)CCCl,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,
NNS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl,,,,,,3.18,,,,,,,,,,,,,,,,,,,,,,,
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,1.86,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,
NNS(=O)(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,3.54,,,,,,,,,,
NNc1c(F)c(F)c(F)c(F)c1F,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,
NNc1c2ccccc2nc2ccccc12,,,,,,,,,,4.24,,,,,,,,,,,,,,,,,,,
NNc1cc(CN2CCOCC2)c(-c2ccccc2)nn1,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,
NNc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1cc(Cl)ccc1Cl,,,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,
NNc1cc(N2CCOCC2)c(Cl)nn1,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,
NNc1cc(NN)nc(N[NH3+])n1,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1cc(S(N)(=O)=O)cc(S(N)(=O)=O)c1Cl,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-c2ccc(NN)cc2)cc1,,,,,,,,,,,,,,,,,,,2.76,,,,,,,,,,
NNc1ccc(-c2ccccc2)cc1,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-c2cccs2)nn1,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-n2cc(N)cn2)nn1,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-n2cccc2)nn1,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-n2cccn2)nn1,,,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-n2nc(C3CC3)cc2C2CC2)nn1,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-n2ncc(C(N)=O)c2N)nn1,,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(-n2nccc2N)nn1,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(Br)cc1,,,,,,,,,,,,,,,,,,,2.65,,,,,,,,,,
NNc1ccc(N(CCO)CCO)nn1,3.04,,,,,,2.93,2.27,,,,,,,,,2.2,,,1.76,,,,,,3.18,,,
NNc1ccc(N(CCO)c2ccccc2)nn1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(N2CCN(CCO)CC2)nn1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(N2CCN(c3ccc(NN)nn3)CC2)nn1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccc(N2CCSCC2)nn1,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
