SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
CN(CC[N+]1(C)CCOCC1)CC[N+]1(C)CCOCC1,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,
CN(CC[NH+](C)C)n1cc(-c2ccccc2)c2ccccc21,,,,,,3.79,,2.64,,,,,,,,,2.45,,,,,4.1,,,,,,,
CN(CCc1c[nH]c2ccc(OCc3ccccc3)cc12)Cc1ccccc1,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccc([NH+]2CCCCC2)cc1)C(=O)C(F)(F)F,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccc2ccccc2n1)Cc1ccccc1,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)C(=O)NC(N)=O,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)C1CC(=O)N(c2ccccc2)C1,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)C1CCN(c2ccccc2)C1=O,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)CCN(C)C(=O)C(O)(c1ccccc1)c1cccs1,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)CCN(C)C(=O)CC1(c2ccccc2)CCCCC1,3.63,,,,,4.23,,2.93,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)CCN(C)C(=O)N1CCC(Cc2ccccc2)CC1,3.75,,,,,4.11,,3.07,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)CCN(C)C(=O)N1c2ccccc2Sc2ccc(Cl)cc21,2.99,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)CCN(C)C(=O)N1c2ccccc2Sc2ccccc21,3.06,,,,,4.26,,2.18,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)CCc1ccc2c(c1)OCO2,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,
CN(CCc1ccccc1)CCc1cccc(O)c1,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)Cc1ccccc1,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)Cc1cccs1,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)N1C(=O)C(CCC[NH+](C)C)(c2ccccc2)c2ccccc21,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)N1C(=O)C(CC[NH+](C)C)(c2ccccc2)c2ccccc21,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccc1)N=O,,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,,
CN(CCc1ccccc1)c1ncc2c(n1)N(C)C(=O)C2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCc1ccccn1)CC(O)COc1ccc2c(c1)CCC2,,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,
CN(CCc1ccncc1)CC(O)COc1ccc2c(c1)CCC2,,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,
CN(CCc1ccncc1)CC(O)COc1cccc2c1CCC2,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)C(=O)c1cccnc1,2.93,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)C1CCCCC1,3.36,,,,,,3.36,2.89,,,,,,,,,2.21,,,,,3.6,,,,,,,
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)Cc1cccnc1,,,,,,3.36,,2.7,,,,,,,,,,,,,,,,,,,,,
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)P(=O)([O-])OCCC[N+](C)(C)C,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)P1(=O)OCCCO1,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,3.18,,,,,,3.18,2.72,,,,,,,,,2.04,,,,,3.43,,,,,,,
CN(CN(C)[N+](=O)[O-])[N+](=O)[O-],3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CN1C(=O)/C(=N/c2nc(-c3ccccc3)c(N=Nc3ccc(Oc4ccccc4)cc3)s2)c2ccccc21)c1ccccc1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CN1C(=O)NC2(CCCCC2)C1=O)CN1C(=O)NC2(CCCCC2)C1=O,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CN1N/C(=C2/C=C(Br)C=C(Br)C2=O)OC1=S)c1ccccc1,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,
CN(CO)C(=O)Oc1cccc2ccccc12,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,
CN(CSc1ccc(Cl)cc1)c1ccccc1,,,,,,3.67,,,,,,,,,,,,,,,,,,,,,,,
CN(CSc1ccccc1)c1ccc(CSc2ccccc2)cc1,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1c[nH]c(=S)[nH]c1=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,2.27,,,,,3.97,2.39,2.31,,,,1.47,1.47,,,,1.84,,,1.62,,,,,,,,,
CN(Cc1cc(Br)cc(Br)c1NC(=O)[C@H](CS)NC(=O)OCc1ccccc1)C1CCCCC1,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1cc(Br)cc(Br)c1NC(=O)[C@H](CSSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1c(Br)cc(Br)cc1CN(C)C1CCCCC1)NC(=O)OCc1ccccc1)C1CCCCC1,2.64,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,
CN(Cc1cc(C(=O)O)cc(Br)c1N)C1CCCCC1,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(C#N)cc1)N=Nc1ccc(C(=O)O)cc1,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,,,,,,3.4,,1.85,,,,3.37,3.25,2.55,,,1.95,,,,,3.55,,2.55,,,,,
CN(Cc1ccc(C(C)(C)C)cc1)N=Nc1ccc(C(=O)O)cc1,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(Cl)c(Cl)c1)c1ccc2nc(N)nc(N)c2c1,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,
CN(Cc1ccc(Cl)cc1)N1C(=O)C(CCC[NH+](C)C)(c2ccccc2)c2ccccc21,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(Cl)cc1)N=Nc1ccc(C#N)cc1,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(Cl)cc1)N=Nc1ccc(C(=O)O)cc1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(Cl)cc1)N=Nc1cccc(Cl)c1,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(Cl)cc1Cl)S(N)(=O)=O,2.74,,,,,,2.8,2.36,,,,,,,,,2.06,,,,,,,,,,,,
CN(Cc1ccc(Cl)o1)C(=O)C(Cl)Cl,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(Cl)o1)C(=O)CCl,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc([N+](=O)[O-])cc1)N=Nc1ccc(C(=O)O)cc1,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc2c(c1)OCO2)C1CCNC(c2ncccn2)C1,3.51,,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=N)/N=C(\N)[NH3+],3.45,,,,,,,,,,2.91,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=N)N,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)C1=CC(C)(C)NC1(C)C,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)CCN1CCCCC1,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)Oc1ccc[n+](C)c1,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C1CCN(c2ncccn2)CC1,3.45,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)CC(O)COc1cccc2c1CCC2,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)CC(O)Cn1c(NCc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,
CN(Cc1ccccc1)CC1C2CCC(C2)C1O,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)CC1CCC(CN(C)Cc2ccccc2)CC1,,,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)CC1SC(=O)c2ccccc21,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)N1C(=O)C(CCCC[NH+]2CCCCC2)(c2ccccc2)c2ccccc21,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)N1C(=O)C(CCCN2CCCC2)(c2ccccc2)c2ccccc21,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)N1C(=O)C(CCC[NH+]2CCCCC2)(c2ccccc2)c2ccccc21,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)N=Nc1ccc(C(=O)O)cc1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)N=Nc1ccc(C(N)=O)cc1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)N=O,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,
CN(Cc1ccccc1)S(=O)(=O)N(C)C(=O)OCCCl,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,
CN(Cc1ccccc1)S(=O)(=O)N=[N+]=[N-],,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)[C@H]1CO[C@@H]2[C@@H](O[N+](=O)[O-])CO[C@@H]21,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)c1cc(=O)c2c(ccc3ccccc32)o1,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)c1ccc2nc(N)nc(N)c2c1,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
CN(Cc1ccccc1)c1ncnc2c(N3CCS(=O)CC3)nc(N3CCN(C=O)CC3)nc12,,,,,,,,,,,,,,,,,,,,,,,3.28,,,,,,
CN(Cc1ccccc1Cl)N1C(=O)C(CCC[NH+](C)C)(c2ccccc2)c2ccccc21,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccco1)C(=O)C(Cl)Cl,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2c(N)nc(N)nc2n1)c1ccc(C(=O)NCC(=O)O)cc1,,,,,,,,,,3.22,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2c(N)nc(N)nc2n1)c1ccc(C(=O)N[C@@H](CC(=O)O)C(=O)O)cc1,,,,,,,,,,3.36,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2c(N)nc(N)nc2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2c(N)nc(N)nc2n1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Cl,2.9,,,,,2.71,,,,5.22,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)O)cc1,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCC(=O)O)cc1,,,,,,,,,,3.19,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCCC(=O)O)cc1,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCCCC(=O)O)cc1,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3.96,5.66,,4.66,4.36,3.84,4.88,3.49,3.82,6.53,,3.89,3.26,,4.3599997,,3.53,4.36,,,,4.51,,,,,5.51,5.27,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)O)cc1,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,
CN(Cc1nc2c(N)nc(N)nc2[nH]c1=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,
CN(N)C(=O)c1cc(Cl)nc(Cl)c1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N)C(=S)Nc1c2ccccc2nc2ccccc12,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,
CN(N)C1=NC(=O)SC1,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N)C=O,,,,,,,,2.8,,2.27,,,,,,,,,,,,,,,,,,,
CN(N)Cc1ccccc1,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N)c1c2ccccc2nc2ccccc12,,,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,
CN(N1Cc2ccccc2CC1=O)S(=O)(=O)c1ccccc1,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,
CN(N=Nc1ccccc1)N=Nc1ccccc1,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,
CN(N=O)/C(N)=N/[N+](=O)[O-],3.35,,,3.57,,3.6,,,,,,2.54,,,,,3.21,,,,,3.26,,,,,,,
CN(N=O)C(=O)C(=O)N(C)N=O,,,,,,,,,,,,,,,,,3.26,,,,,,,,,,,,
CN(N=O)C(=O)NC(N)=O,,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,
CN(N=O)C(=O)NC1C=CCCC1,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)NC1CCOCC1,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)NC1O[C@H](COC(=O)c2ccc([N+](=O)[O-])cc2)C2OC(C)(C)OC12,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)NCCCCCNC(=O)N(C)N=O,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)NCCCl,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)NNC(=O)N(C)N=O,3.56,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,2.87,3.68,3.39,,3.65,2.98,,,,,,,2.9,,3.25,,,3.72,,,,3.28,,,,,,,3.65
CN(N=O)C(=O)N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)nc(N)[nH]c21,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)Nc1c[nH]c(=O)[nH]c1=O,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)Nc1ccc(C(=O)O)cc1,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)Nc1nc2ccccc2s1,,,,,,,,,,,,,,,,,,,2.67,,,,,,,,,,
CN(N=O)C(=O)ON1C(=O)CCC1=O,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=O)c1ccc(C(=O)N(C)N=O)cc1,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,
CN(N=O)C(=O)c1ccccc1,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(=S)NC1CCCCC1,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(N=O)C(C)(C)C,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,
CN(N=O)C(C)(C)c1ccccc1,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,
CN(N=O)C(N)=O,2.85,3.44,3.14,,3.24,,2.97,,,,,,,3.31,3.14,,2.97,3.31,,,,2.98,3.06,,,,,,
CN(N=O)C1CCCCC1,,,,,,,3.71,3.4,,,,,,,,,3.68,,,,,3.68,,,,,,,
CN(N=O)C1CCS(=O)(=O)C1,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,
CN(N=O)c1ccc(C=Cc2ccnc3ccccc23)cc1,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,,
CN(N=O)c1ccc(C=O)cc1,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,
CN(N=O)c1ccc(N=Nc2ccccc2)cc1,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,
CN(N=O)c1ccc(N=O)cc1,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,
CN(N=O)c1ccc(O)cc1,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,
CN(N=O)c1ccccc1,,,,,,,2.88,,,,,,,,,,2.78,,,,,,,,,,,,
CN(N=O)c1ccccn1,,,,,,,,,,,,,,,,,3.36,,,,,,,,,,,,
CN(N=O)c1cccnc1,,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,
CN(N=O)c1ccncc1,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,
CN(N=O)c1n[nH]c(-c2ccc([N+](=O)[O-])o2)n1,2.9,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,
CN(NC1N=CCO1)c1cccc2ccccc12,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,,
CN(NO)C1=CC(=O)C=CC1=O,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(O)C=O,,,,,,,,,,1.7,,1.7,,,,,,,,,,,,,,,,,
CN(O)CCO,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,
CN(O)N=Nc1ccccc1,,,,,,,,,,,,2.44,,,,,,,,,,,,,,,,,
CN(O)S(=O)(=O)c1ccc(Br)cc1,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(OC1CCOP(=O)(N(CCCl)CCCl)N1)C(N)=O,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,
CN(OCc1ccccc1)C(=N)N,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(SC(Cl)(Cl)C(Cl)Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,,
CN(SC(Cl)(Cl)Cl)C(=O)O/N=C1/SC(=C(C#N)C#N)SC1(C)C,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,
CN(SC(Cl)(Cl)Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,,
CN(SC1CCN(C(=O)Nc2ccccc2)C1)c1ccccc1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(SN(C)C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)N(C)SN(C)C(=O)O/N=C3/CSCCS3)cc2)cc1)C(=O)O/N=C1/CSCCS1,,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,
CN(SN(CC#N)CC#N)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,
CN(SN(CC#N)c1ccccc1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,3.61,,,,,,,,,,,,,,,,,,,,,
CN(SN(CC(=O)OC1CCCCC1)CC(=O)OC1CCCCC1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,
CN(SN(CCC#N)C1CCCCC1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,
CN(SN(CCC#N)CCC#N)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
CN(SN1CCOCC1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,4.53,,,,,,,,,,,,,,,,,,,,,
CN(SOCc1ccccc1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,
CN(SSC(C)(C)C)C(=O)O/N=C1/SC(C)(C)C(=O)N1C,,,,,,,,,,,,,,,,,3.07,,,,,,,,,,,,
CN(SSC(C)(C)C)C(=O)ON=C1SCCS1,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,
CN(SSN(C)C(=O)O/N=C1\CSCCS1)C(=O)O/N=C1\CSCCS1,,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,,
CN(SSN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)Oc1ccc2c(c1)CC(C)(C)O2,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
CN(Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,4.3,,,,,,4.0,,,,,,
CN(Sc1cc(Cl)ccc1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,
CN(Sc1ccc(Cl)c(Cl)c1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,
CN(Sc1ccc(F)cc1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,
CN(Sc1ccc([N+](=O)[O-])cc1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,
CN(Sc1ccc2ccccc2c1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,
CN(Sc1ccccc1)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,4.12,,,,,,,,,4.12,,,,,,,,,,,,
CN([O-])C(CC(=O)c1ccccc1)N(C)[O-],3.59,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,,,,,,,,5.21,,3.46,,,,,,2.76,5.46,,,4.65,,,,,,2.76,,,
CN(c1c(Br)cc(F)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,,
CN(c1c(Cl)cc(F)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,
CN(c1c(Cl)cc(F)cc1Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,
CN(c1c(F)cc(F)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,
CN(c1c(F)cc(F)cc1Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,,,,,,,,3.18,,,,,,,,,,,,,,,,,,,,,
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,,,,,,,,,,1.76,,,,1.76,,,,,,
