SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,,,,,,2.05,,,,3.65,,,,,,,,,,,,,,,,,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,3.48,,,,,,4.06,1.66,,,,3.68,3.05,,,,1.96,,,,,,,,,,,,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,3.64,,,,,,4.03,2.05,,,,3.62,3.35,,,,2.05,,,,,,,5.29,,,,,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,,,,6.76,,5.94,,,,3.98,6.18,,,,5.94,,,,,3.93,,,,,,,
CC1(C)O[C@@H]2[C@@H](C(=O)NC3CC3)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1,3.08,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,
CC1(C)O[C@@H]2[C@@H](O)C34C[C@H](CC[C@H]3[C@@](C)(O)[C@@H]3C[C@H](O)C(C)(C)C32O1)[C@](C)(O)C4,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)O[C@@H]2[C@@H](O1)[C@@]1(O)[C@@H]([C@@H]3O[C@@H]3C1(C)C)[C@](C)(O)[C@@H]1CC[C@H]3CC21C[C@@]3(C)O,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)O[C@H]1COc1c2ccoc2cc2oc(=O)ccc12,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,
CC1(C)O[C@H]2C(NC(=O)N(CCCl)N=O)O[C@H](COC(=O)c3ccc([N+](=O)[O-])cc3)[C@H]2O1,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2c(CSSSCc3cccc4c3OC(C)(C)C4OC(N)=O)cccc2C1OC(N)=O,,,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2cc(C(=O)c3ccc(Cl)cc3)ccc2NC1=O,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,
CC1(C)Oc2cc(C(=O)c3ccccc3)ccc2NC1=O,,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,
CC1(C)Oc2cc(O)c(Cl)cc2C2=C1CCCC2,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2cc(O)cc(O)c2-c2ccccc21,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2cc(O)cc(O)c2C2=C1CCCC2,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2cc(O)ccc2C2=C1CCCC2,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2cc3oc(=O)ccc3cc2C[C@@H]1O,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2ccc(/C=C/c3cc(O)cc(O)c3)cc2O1,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,,6.46,,,,,,,,,,,,,,,,7.1099997,,,,,,,,,,,
CC1(C)Oc2ccc(NC3OC(=O)c4ccccc43)cc2O1,,,,,,,,,,,,,,,,,,,,,,,2.17,,,,,,
CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@H](N2CCCC2=O)[C@H]1O,,,,,,3.59,,2.93,,,,,,,,,2.3,,,,,0.496,,,,,,,
CC1(C)Oc2ccccc2C1N1CCCC1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2ccccc2C1N1CCCCC1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2ccccc2C1N1CCOCC1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2ccccc2C=C1[N+](=O)[O-],2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SC(C(F)(F)F)NC1C(=O)O,2.46,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,
CC1(C)SC(C)(C)SC(C)(C)S1,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,
CC1(C)SC(c2ccccc2)NC1C(=O)O,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SC2C(N[C@H](C(=O)NC(=O)[C@@H](N)CC(N)=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SC2C(N[C@H](C(=O)NC(=O)[C@@H](N)CC(N)=O)c3ccccc3)C(=O)N2C1C(=O)O,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SC2C(N[C@H](C(=O)NC(=O)[C@H](N)CC(N)=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SC2C(N[C@H](C(=O)NC(=O)[C@H](N)CC(N)=O)c3ccccc3)C(=O)N2C1C(=O)O,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SCC(CCl)S1,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SCC(CO)S1,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SCC(COC(N)=O)S1,2.41,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,
CC1(C)SCCNC1=O,2.56,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,
CC1(C)SCCS1,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SCN(C(=O)C2(Oc3ccc(Cl)cc3)CCCCC2)C1C(=O)O,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,
CC1(C)SSC(=O)C1NC(=O)c1ccccc1,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SSC[C@@H](C(=O)O)NC1=O,,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,1.97,,,,,2.43,1.91,1.21,,,,,,,,,1.51,,,,,2.34,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,,,,,2.14,,,,,,,,,2.39,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.8,2.67,2.06,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(NC(=O)N3CC(=O)NC(=O)C3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(NC(=O)c3c[nH]c4nc(N5CCCC5)ncc4c3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(NC(=O)c3c[nH]c4nc(N5CCNCC5)ncc4c3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,1.96,,,,,,1.83,1.83,,,,1.72,1.66,,,,1.83,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O,1.86,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,2.41,,,,,,2.24,1.73,,,,,1.94,,,,2.2,,,,,2.3,,,,,4.54,,
CC1(C)S[C@@H]2[C@H](NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O,,,,,,3.18,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,1.98,,,,,3.01,,1.83,1.63,1.57,,,,,,,1.62,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],3.43,,,,,4.13,3.32,,,,,2.92,3.23,,,,,,,,,4.12,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,2.04,,,,,,2.13,1.19,,,,1.69,2.7900002,,,,1.4200001,,,1.53,,,,,,,,4.19,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.03,,,,,1.82,1.89,1.39,1.1,1.54,,,,,2.83,,1.575,,,,,1.75,,,,,3.61,2.94,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,,,,,,2.71,,2.11,,,,2.11,2.11,,,,2.71,,,,,2.82,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.84,,,,,1.96,,,,,,,,,,,,2.55,,,,2.41,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3c[nH]c4cccnc4c3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3c[nH]c4nc(N5CC[N+](C)(C)CC5)ncc4c3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)c3ccccc3-c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,,,,,,,,,,,,,,,,,3.95,,,,,,,2.48,,,,,
CC1(C)[C@@H](/C=C2\CCSC2=O)[C@H]1C(=O)OCc1coc(Cc2ccccc2)c1,4.77,,,,,,,3.52,,,,,,,,,2.79,,,,,,,2.09,,,,,
CC1(C)[C@@H](/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,,,,,,,,2.03,,,,,,,,,2.03,,,,,,,2.43,,,,,
CC1(C)[C@@H](C(=O)O)[C@@H]1C=C(Cl)Cl,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)[C@H]1/C=C1/CCSC1=O,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,,,,,,,,,,,,,,,,2.52,3.83,,,,,,,,,,,,
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,4.7,5.08,,5.86,4.4,,,4.28,,3.53,,,,,,2.4,4.73,5.94,4.7,,2.57,5.29,,2.8,,,,,
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,3.0749998,,,,,4.36,,3.66,,,,,,,,,3.24,,,,,,,,,,,,
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,,4.46,,,,,,,,,,,,,,2.32,3.46,,,,,,,2.92,,,,,
CC1(C)[C@@H](N2CCN(c3ccccc3)CC2)C[C@@]1(O)c1ccc(O)cc1,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,3.18,,,,,3.92,,,,,,,2.96,,,,,5.15,,,,,,,,,,,
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,3.01,,,,,3.67,,2.92,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@]4(C)C[C@H](OC4=O)[C@]3(C)CC[C@]21C,,,,6.18,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](O)C[C@H]2[C@](C)(O)[C@@H]3CCC4[C@H](O)C3(CC(=O)[C@@]21O)C[C@@]4(C)O,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](O)C[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,2.64,,,,7.39,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](O)C[C@H]2[C@](C)(O)[C@@H]3CC[C@H]4CC3(C[C@@]4(C)O)[C@H](O)[C@@H](O)[C@@]21O,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](O)[C@H](O)[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4C(O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,,3.76,,3.76,,3.29,3.65,2.61,,,,2.52,,,3.36,,2.37,,,,,,,,,,,3.68,
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,,3.64,2.92,4.18,3.61,3.15,,2.25,,,,,,2.61,,,2.15,3.66,2.44,,,,,,,,,3.09,
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,1.975,,,4.01,,,2.2,2.07,,,2.3600001,2.52,1.7,1.935,,,,,,,,,,,,,,,
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br,3.18,,,,,,,1.82,,,,,,,,,1.72,,,,,,,,,,,,
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](Cl)C2,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,,,,,,,,2.16,,,,,,,,,2.49,,,,,,,,,,,,
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,,,,,,3.44,,1.95,,,,,,,,1.49,1.48,,,,,,,,,,,,
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](OC(=O)CSC#N)C2,3.26,,,,,,,,,,,,,,,1.63,2.4,,,2.6,,,,,,2.66,,,
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](OC=O)C2,,,,,,,,1.7,,,,,,,,,1.38,,,,,,,,,,,,
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,,4.79,,,,,,,,2.85,,,,,,,3.9,,,,,5.36,,2.85,,,,,
CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,,,,,,,4.48,3.51,,,,,2.19,,,,3.66,,,,,5.59,,,,,,,
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,2.6399999,,,,,3.46,,2.1,,,,,,,,,2.37,,,,,,,,,,,,
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,
CC1(C)[C@H](C=C(F)F)[C@@H]1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,
CC1(C)[C@H](C=C2CCCC2)[C@H]1C(=O)OCc1coc(Cc2ccccc2)c1,,,,,,,,,,,,,,,,,3.76,,,,,,,,,,,,
CC1(C)[C@H](O)C[C@H]2[C@](C)(O)[C@@H]3CCC4[C@H](O)C3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H]2CC=C(C=O)[C@@H]1C2,,,,,,2.95,,,,,,,,,,1.48,1.81,,,,,,,,,,,,
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,,,,,,2.68,,,,,,,,,,,,,5.28,,,,,,,,,,
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,,1.49,,,,,,,,,,,,,,1.89,1.42,,,,,,,,,,,,
CC1(C)[C@H]2C[C@@H]1C[C@H](NC(=O)[C@H](O)C1CCCC1)[C@H]2C/C=C\CCCC(=O)O,,,,,,,,,3.28,3.4,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H]2C[C@@H]1[C@]1(C)O[C@@H]1C2,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@H]4CC3(C[C@@]4(C)O)[C@H](O)[C@@H](O)[C@@]21O,5.66,,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@]3(O)CC[C@H]4[C@H](O)C3(C[C@@]4(C)O)[C@H](O)[C@@H](O)[C@@]21O,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)[NH2+]CC(O)c2cc(O)ccc21,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,
CC1(C)c2ccccc2C(C(N)=O)c2ccccc21,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)c2ccccc2N(C(=O)SCCN2CCCCC2)c2ccccc21,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,
CC1(C)c2ccccc2N(C(=O)SCCN2CCOCC2)c2ccccc21,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,
CC1(C2CCC(=O)NC2=O)C(=O)c2ccccc2C1=O,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C2CCC3(C)OC3C2)CO1,,,,,,,,,,,,,,2.62,,,1.48,,,,,,,,,,,,
CC1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,
CC1(C2CCCCC2)CCC(=O)N1,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C2CCCCC2)OCC(CO)O1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C2CCCc3ccccc32)NC(=O)NC1=O,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C=O)C2=CC[C@@H](c3ccoc3)[C@]2(C)CCC1[C@@]1(C)C=CC(=O)C(C)(C)[C@H]1C=O,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C=O)[C@@H]2CC[C@@]1(C)C(=O)C2,2.81,,,,,,2.27,2.62,,,,2.0,2.48,,,,1.73,,,,,,,,,,,,
CC1(CC#CCN2CCCCC2)C(=O)c2ccccc2C1=O,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CC#CCN2CCOCC2)C(=O)c2ccccc2C1=O,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CC(=O)N2CCCC2)NC(C(=O)O)C(C)(C)S1,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,
CC1(CC(=O)N2CCCCC2)NC(C(=O)O)C(C)(C)S1,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,
CC1(CC(=O)N2CCOCC2)NC(C(=O)O)C(C)(C)S1,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,
CC1(CC(=O)O)Oc2cc3ccccc3cc2O1,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CC(=O)O)Oc2ccccc2O1,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CC/C=C/c2ccccc2)NCCS1,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CC2(C)NCCS2)NCCS1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CC2(C)SCCS2)SCCS1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CC=C2CCCCC2)C(=O)NC(=O)NC1=O,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC#CCO)NCCS1,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC(=O)OCC[N+](C)(C)C)OCC(C[N+](C)(C)C)O1,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC(=O)OCC[N+]2(C)CCCC2)OCC(C[N+]2(C)CCCC2)O1,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC(=O)OCC[N+]2(C)CCCCC2)OCC(C[N+]2(C)CCCCC2)O1,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC2(C)SCCS2)NCCS1,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC2(C)SCCS2)SCCS1,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC2(c3ccccc3)NCCS2)SCCS1,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC2OCC(C[N+](C)(C)C)O2)OCC(C[N+](C)(C)C)O1,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC2OCC(C[N+]3(C)CCCC3)O2)OCC(C[N+]2(C)CCCC2)O1,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCC2OCC(C[N+]3(C)CCCCC3)O2)OCC(C[N+]2(C)CCCCC2)O1,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCN(CCO)CCO)Oc2ccccc2O1,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCN2CCC(O)(c3ccc(Cl)cc3)CC2)Oc2ccccc2O1,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCN2CCC3(CC2)C(=O)NCN3c2ccccc2)Oc2ccccc2O1,,,,,,4.55,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCN2CCN(CCC3(C)Oc4ccccc4O3)CC2)Oc2ccccc2O1,2.61,,,,,,,,,,,,,,,,,,,,,4.39,,,,,,,
CC1(CCN2CCN(CCO)CC2)Oc2ccccc2O1,3.56,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,
CC1(CCN2CCN(c3ccccc3Cl)CC2)C(=O)c2ccccc2C1=O,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCN2CCN(c3ccccc3Cl)CC2)C(O)c2ccccc2C1O,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCNC(N)=S)C(=O)NC(=O)NC1=O,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CCNCCNCCC2(C)Oc3ccccc3O2)Oc2ccccc2O1,3.67,,,,,,,,,,,,,,,,,,,,,4.32,,,,,,,
CC1(CCO)CCOCO1,,,,,,,,1.51,,,,,,,,,1.22,,,,,,,,,,,,
CC1(CCOCCC[NH+]2CCCCC2)Oc2ccccc2O1,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,,
CC1(CCOCCN2CCCC2)Oc2ccccc2O1,,,,,,,,,,,,,,,,,,,,,,4.49,,,,,,,
CC1(CCOCC[NH+]2CCOCC2)Oc2cc3ccccc3cc2O1,,,,,,,,,,,,,,,,,,,,,,4.13,,,,,,,
CC1(CCOCC[NH+]2CCOCC2)Oc2ccccc2O1,,,,,,,,,,,,,,,,,,,,,,4.12,,,,,,,
